text,label
সামান্য বিষয় এটা আমার কাছে কোনো ব্যপার না,2
এটি একটি অলৌকিক অভিজ্ঞতা,2
ভাইয়া এটা আমি বানায় আসচি এেন দিয়ে,0
একটা টিক টক আইডি কিনবো কেউ বিক্রি করলে ইনবক্সে ম্যাসেজ দাও ৫০ - ৬০k ফলোয়ার হলে হবে,1
সবাই আমাকে সাপোর্ট করবেন প্লিজ,1
আমি ও উত্মু,2
আমি তো ৩ বার রাইড করলাম,2
সত্যি করে একটা কথা বলেন তো ভয়ের চোটে আবার ওইটা ছেড়ে দেননি তো,0
অনেক সুন্দর হয়েছে,2
অনেক ভর পাইছি,2
আমি দেখেই ভয় পাইছি তবুও ইচ্ছা যাওয়ার জন্য,2
ভাই এইটা আমি মারছি,2
ছোট থেকে এগুলো করি,2
মযা লাগে,2
আমি গেছি কক্সবাজার ওয়াটার পার্ক,2
শেষ ই কি বলিসেন,2
কয় সেকেন্ড সময় লাখলো,2
"অসাধারণ ভিডিও হয়ছে লাভ কমেন্ট দুটোই করলাম 
আশা করি আপনিও করবেন আমার প্রোফাইল ঘুরে আসবেন",1
আমি মরেই জাবো,2
আমি ওও ইতা করসি আমার ওনাক ভয় লাগে,2
কীভাবে,2
আমি ভিতরেই মইরা থাকতাম,2
আর জীবনে উঠবো না,2
খুবই ভয়ংকর বিষয়,2
কোথায় এইটা ভাইয়া আমি যাবে,2
ভাই খুব ভালো,2
হাত টা জেভাবে রাখছেন ফেরাওন এর মতো লাগতেচে,0
প্রথম দেখতে লাগছে নানি হাফিজ চাচা,0
আর উঠুম না আর উঠুম না,2
মজা পাইলাম,2
ভাইয়া ভয় পেয়েছো,2
লাস্টে আপনার কাহিনি অনেক মজা পাইছি,2
আমাদের বছ,2
ডর কাইচ নাকি,2
এই রাইড থেকেও অনেক বেশি ভয়ানক রাইড দিসি ভাবসিলাম আমি জাহান্নামে চলে গেচি কুভ কষ্ট,2
যা ভয় পেয়েছে,2
ওরে বাবা দেখেই তো আমি ভয়ে শেষ আপনার যে কি অবস্থ্যা হইছে,2
ভাইয়া আমি তো ভয় পেয়েছি,2
দারুণ অভিজ্ঞতা,2
কোথায় এটা,2
আমি তো দেখেই ভয় পাইছি,2
আমি ভয় পাই নাই,2
খুব ভয় করে আমার,2
বাহ,2
আমি খুবই ভয় করছি,2
আমি ভয় পাইচি এটা দেখে,2
সত্যি ভাই অনেক ভয়ংকর,2
কাবিলা নাকি,2
আপনি মারা গেলেন কিভাবে,2
এটা হচ্ছে কক্সবাজার ওয়াটার পার্ক এটা দিয়ে আমিও নামছি অনেক ভয় লাগছে,2
কুমিল্লা,2
কোন জায়গাই,2
ভয়েই তো অবস্থা খারাপ করে দেয়,2
আমাকে সাপোর্ট করুন আমিও আপনাকে,1
আরে দুর বয় বলতে কিছু নাই চেষ্টা করলে সব পারা যায়,2
এই পাক টার নাম কি কোথায় ভাই,2
পাশ থাকলে পাশে পাবেন ফলো করছি ফলো করেন লাইক দিছি লাইক দেন প্লিজ,1
অনেক ভয় পায়ছে,2
আমি দুইবার এই রাইড করছি প্রথমবার ভীষণ ভয় পেয়েছিলাম,2
কোন জায়গা এটা ভাই,2
"মনে হয় অনেক ভয় পাইছেন
আমি জীবনে ও করুম না",2
